========================================================================================================================
[-1.145325, 1.700779, -0.6264648, 4.633667, -1.853882, 0.1792865, -2.9592756049501903, -7.396532095658047]
[0.1966686, 1.467352, 0.1159668, 4.745056, -3.851349, 0.4168277, 33.21078963979346, 40.917366004753084]
[0.196928, 1.957369, -0.2580566, 4.722534, -3.918335, 0.4155288, -15.184013894626215, -18.300380614175335]
[-0.1353207, 1.703897, -0.2590332, 4.734253, -3.934052, 0.2793593, -15.187443154004967, -18.276626316626594]
[-0.1392078, 1.950115, -0.2590332, 4.723389, -4.000671, 0.3211966, -15.444626403101994, -18.23468574684635]
[-0.1345901, 1.705513, -0.07202148, 4.682434, -3.967041, 0.2798448, -55.081359061213405, -65.01440959002787]
[0.8608017, 1.956606, -1.015137, 4.406738, -5.949677, 0.2367005, -5.860959653721617, -4.341027861264046]
[0.8619232, 1.953508, -1.014648, 4.510315, -5.949707, 0.2359471, -5.863813854656985, -4.445201685707753]
[1.189243, 1.951521, -0.8261719, 4.562683, -5.967285, 0.1433959, -7.2228128310827335, -5.52267996527115]
[1.188118, 1.954618, -0.8256836, 4.458984, -5.967255, 0.1441493, -7.227047987873321, -5.400354324586319]
[1.192848, 1.706762, -0.6391602, 4.522095, -6.000122, 0.1022038, -9.38750879669917, -7.075057239171025]
[1.542549, 2.204624, 1.793701, 4.552429, -6.280426, 0.1962447, 3.50137843486735, 2.5380088431683987]
[1.543282, 2.206242, 1.980713, 4.500549, -6.313416, 0.1967301, 3.187446136820428, 2.2721863288623845]
[1.539677, 2.451, 1.793701, 4.541199, -6.280609, 0.2379222, 3.5014804585602617, 2.5317480449640155]
[1.547062, 2.448933, 1.794678, 4.541443, -6.280304, 0.1532454, 3.49940434997253, 2.5305057508923605]
[1.538296, 2.44973, 1.981689, 4.593933, -6.313599, 0.2377334, 3.1859686358454833, 2.318190694907223]
[0.8691196, 3.88245, -0.8259277, 5.828003, -6.381409, 0.4088016, -7.726353045187853, -7.056311345411952]
[0.5310459, 3.874104, -1.012451, 5.880981, -6.297791, 0.313746, -6.220341527639363, -5.80865740663005]
[0.8601055, 3.628841, -0.8225098, 5.84082, -6.315155, 0.1802688, -7.677908518536801, -7.101216301617319]
[0.8544655, 3.63269, -0.6374512, 5.788391, -6.281982, 0.2652712, -9.854843790395249, -9.080524124827123]
[-1.120701, 3.138973, 0.107666, 5.291992, -5.576691, 0.1775823, 51.79621236044806, 49.151932829305444]
[-0.7952461, 3.138462, 0.1096191, 5.292358, -5.561249, 0.08529711, 50.73248183938748, 48.27952427998406]
[-0.793499, 3.140236, 0.2966309, 5.240234, -5.527771, 0.08562326, 18.63518264617746, 17.665839937781264]
[-1.120811, 3.142227, 0.1071777, 5.187988, -5.510193, 0.1781764, 51.411748899257965, 48.40547987127919]
[-1.121174, 3.141113, 0.2946777, 5.240479, -5.476715, 0.1778274, 18.585440975004218, 17.78376511015255]
[-2.129866, 1.941566, -2.705566, 4.149597, -4.862305, 0.3193884, -1.7971489144970034, -1.5337260299693298]
[-2.127359, 1.694683, -3.080078, 4.160156, -4.86264, 0.2775736, -1.5787392397205526, -1.3506657948272738]
[-2.453714, 1.686174, -2.70459, 4.161316, -4.811249, 0.09838438, -1.7789199102266886, -1.5386125068864414]
[-2.124704, 1.940464, -3.26709, 4.097412, -4.829498, 0.2348433, -1.4782261890550918, -1.2541472686702846]
[-2.464338, 1.689075, -3.26709, 4.108887, -4.845459, 0.1833525, -1.4831115763569416, -1.2576595686069254]
[1.88875, -0.1634083, 4.039063, 2.478638, -4.864716, 0.4971857, 1.2044169650238186, 0.613666585542241]
[2.54748, -0.155344, 3.854492, 2.426758, -4.800385, 0.4996595, 1.24540017205899, 0.6295921745329864]
[2.554579, 0.08909988, 4.229004, 2.415649, -4.866302, 0.4568787, 1.150696948974274, 0.5712099113644726]
[2.554579, 0.08909988, 4.229004, 2.415649, -4.866302, 0.4568787, 1.150696948974274, 0.5712099113644726]
[1.870693, 0.3476906, 1.793945, 1.519409, -3.870544, 0.3129768, 2.157560014381712, 0.8469652079634549]
[1.53484, 0.3389778, 1.606934, 1.571777, -3.853394, 0.2179995, 2.3979790084720345, 0.9781216901254189]
[1.873999, 0.592514, 1.795654, 1.508606, -3.737427, 0.2697377, 2.0813736944867998, 0.8401429228570759]
[1.860186, 0.3417282, 1.608643, 1.468079, -3.771454, 0.1263089, 2.3444940860091394, 0.9126195184388332]
[1.53076, 0.5858841, 1.608643, 1.560791, -3.720581, 0.2594371, 2.3128692941814935, 0.9702531885570633]
[-4.098234, 1.990807, -0.08154297, 1.55072, -1.894409, -0.2175913, -23.232033368419128, -19.017212642610392]
[-3.777765, 2.234407, -0.6420898, 1.591248, -1.913086, -0.2686596, -2.9794679809584266, -2.478232795475025]
[-3.445881, 2.486761, -0.4536133, 1.632019, -1.863922, -0.1328392, -4.109055003457791, -3.5978199933732102]
[-3.780638, 2.480783, -0.6420898, 1.580017, -1.913239, -0.2269821, -2.9797062653853086, -2.4607414726102173]
[-3.777874, 2.237656, -0.6425781, 1.487305, -1.846588, -0.2680664, -2.87371760724494, -2.314590242026611]
[-5.768568, 2.703354, -2.71167, 1.20282, -2.641693, -0.4603362, -0.9741941312917871, -0.44357167354434723]
[-5.766712, 2.701874, -2.52417, 1.2547, -2.674713, -0.4606042, -1.059640594730149, -0.4970742858048388]
[-6.092167, 2.702385, -2.526123, 1.254211, -2.690155, -0.368319, -1.0649342886312343, -0.4964964097155997]
[-6.09329, 2.705482, -2.526367, 1.150574, -2.690155, -0.3675656, -1.0648314358127697, -0.4554263097958452]
[-3.426397, 1.295906, -1.78125, 0.06762695, -3.89325, -0.1575098, -2.1856842105263157, -0.037966007017543865]
[-3.101519, 1.787048, -2.341309, -0.006591797, -3.845306, -0.2509861, -1.6423744153377449, 0.00281543230731185]
[-3.429432, 1.535492, -1.780762, -0.04705811, -3.893555, -0.3866119, -2.1864544503982004, 0.02642582781977603]
[-3.097183, 1.788963, -1.779785, -0.05877686, -3.877838, -0.2504425, -2.1788238467005847, 0.033024696803265564]
[-2.773211, 1.790436, -1.590332, -0.1096802, -3.828918, -0.3423214, -2.4076218047552334, 0.06896685723484153]
[-1.424906, 0.3697166, -0.09985352, -1.19165, -4.761292, -0.137126, -47.68276571521965, 11.933980895215312]
[-1.760759, 0.3610039, -0.2878418, -1.139282, -4.744171, -0.2321033, -16.48186955473458, 3.9580144370970443]
[-1.103043, 0.3689117, -0.4719238, -1.190979, -4.746307, -0.2294664, -10.057358836320608, 2.5236680158957867]
[-1.101297, 0.3706856, -0.2849121, -1.243164, -4.71283, -0.2291403, -16.54134731378555, 4.36332468856184]
[-1.099443, 0.3692055, -0.09790039, -1.191284, -4.74585, -0.2294092, -48.47631352643232, 12.168327419328973]
[-0.1026249, 0.140667, 0.08764648, -1.338135, -5.396729, -0.08727551, 61.573824755997045, -15.267412906941615]
[0.2303791, 0.145483, -0.4733887, -1.287048, -5.414856, 0.006752491, -11.438498637588943, 2.7187974702395725]
[-0.1072445, 0.3852711, -0.1003418, -1.297241, -5.430359, -0.04592276, -54.11861258219407, 12.928221339461722]
[0.2282391, 0.3934765, -0.2873535, -1.350098, -5.447998, 0.04891539, -18.959219219532738, 4.69838717816209]
[0.2311115, 0.1471004, -0.286377, -1.338867, -5.447845, 0.007237911, -19.023332879386263, 4.675190395876764]
[1.220083, -0.08316612, -0.2839355, -1.327881, -5.33429, 0.1468577, -18.78697802846069, 4.676699461673514]
[1.22296, -0.3295498, -0.2839355, -1.31665, -5.334137, 0.1051803, -18.786439173685572, 4.637144703638679]
[1.220083, -0.08316612, -0.2839355, -1.327881, -5.33429, 0.1468577, -18.78697802846069, 4.676699461673514]
[1.220083, -0.08316612, -0.2839355, -1.327881, -5.33429, 0.1468577, -18.78697802846069, 4.676699461673514]
[1.215895, -0.3233566, 0.472168, -1.313477, -3.93692, 0.102818, 8.337964453330171, -2.781800121990478]
[1.21764, -0.3215828, 0.6591797, -1.365601, -3.903442, 0.1031437, 5.921665973633593, -2.0716672555298654]
[1.214764, -0.07519913, 0.6591797, -1.376831, -3.903595, 0.1448212, 5.9218980802958585, -2.088703581132732]
[1.214764, -0.07519913, 0.6591797, -1.376831, -3.903595, 0.1448212, 5.9218980802958585, -2.088703581132732]
[1.214764, -0.07519913, 0.6591797, -1.376831, -3.903595, 0.1448212, 5.9218980802958585, -2.088703581132732]
[0.8759708, 0.1500759, 2.543457, -0.6537476, -2.121643, -0.0004563332, 0.8341572120149859, -0.2570311194567079]
[1.211092, 0.1571636, 2.544434, -0.6542358, -2.105774, 0.09403563, 0.8276001656950033, -0.25712429561937944]
[1.212946, 0.1556835, 2.731934, -0.602356, -2.138794, 0.09376669, 0.7828864094081336, -0.2204870249427695]
[1.541929, -0.09216881, 2.92041, -0.5385742, -2.023254, -0.04070425, 0.6927979290579063, -0.18441732496464538]
[1.198034, -0.09784126, 2.543945, -0.5386353, -2.106354, -0.05049658, 0.8279872402901793, -0.2117322898097247]
[0.8533802, 0.6231422, 0.1166992, 0.002319336, -0.9611511, -0.009207726, 8.236141293170819, 0.019874480716234558]
[1.171736, 0.3781853, -0.2558594, 0.01361084, -0.8798523, -0.0587101, -3.438811706742062, -0.05319656029835136]
[0.8510075, 0.1308479, -0.06933594, 0.07635498, -0.9281311, -0.008371353, -13.386002987772287, -1.101232347899228]
[0.8459148, 0.3775864, -0.06933594, 0.06561279, -0.8618164, 0.03322697, -12.429576926482861, -0.9463027399642957]
[0.5005322, 0.3671284, 1.06543, 0.4869995, 1.052063, -0.06738091, -0.9874538918558703, 0.45709197225533343]
[0.1810741, 0.609354, 1.438477, 0.5797729, 1.037201, -0.01871777, -0.7210410733018324, 0.40304634693498753]
[0.5208149, 0.3718376, 1.626709, 0.5383301, 1.08667, 0.03442192, -0.6680174511851843, 0.3309320228756342]
[0.845911, 0.370224, 1.81665, 0.5913086, 1.13559, -0.05821037, -0.6251011477169516, 0.32549395866017117]
[0.5107899, 0.3631287, 1.81665, 0.5917969, 1.119751, -0.1527004, -0.6163823521316709, 0.32576275011697353]
[-0.1571198, 0.6031017, 2.19751, 1.104126, 2.950958, 0.06663847, -1.3428644238251477, 0.5024441299470764]
